2026-03-03T20:16:34.413816,"r, 14.80m,0000000075Hz,0000004166c,0000000.009s, 026.4C"
2026-03-03T20:16:39.414309,"r, 13.56m,0000000346Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:16:44.414816,"r, 13.39m,0000000408Hz,0000000000c,0000000.000s, 026.1C"
2026-03-03T20:16:49.415304,"r, 12.32m,0000001099Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:16:54.415828,"r, 11.78m,0000001788Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:16:59.416309,"r, 11.79m,0000001768Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:17:04.416797,"r, 11.79m,0000001770Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:17:09.417245,"r, 11.86m,0000001677Hz,0000000000c,0000000.000s, 026.1C"
2026-03-03T20:17:14.417685,"r, 11.78m,0000001791Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:17:19.418108,"r, 11.79m,0000001774Hz,0000000000c,0000000.000s, 026.1C"
2026-03-03T20:17:24.418539,"r, 11.82m,0000001739Hz,0000000000c,0000000.000s, 026.1C"
2026-03-03T20:17:29.418953,"r, 11.82m,0000001723Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:17:34.419447,"r, 11.84m,0000001705Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:17:39.419913,"r, 11.79m,0000001780Hz,0000000000c,0000000.000s, 026.4C"
2026-03-03T20:17:44.420916,"r, 11.95m,0000001535Hz,0000000000c,0000000.000s, 026.1C"
